,url,pub_date,title,authors,image,keywords,text
0,https://www.billboard.com/articles/news/8502272/jussie-smollett-lawyer-cameras-in-court,2019-03-12 19:00:04-04:00,Jussie Smollett Lawyer Argues Allowing Cameras in Court Would Show State's Flimsy Case,['Associated Press'],https://www.billboard.com/files/media/jussie-smollett-june-3-2017-billboard-1548.jpg,"['argues', 'welcome', 'allowing', 'case', 'flimsy', 'trial', 'attack', 'evidence', 'men', 'courtroom', 'judge', 'cameras', 'court', 'lawyer', 'states', 'smollett', 'hearing', 'jussie']","A lawyer for Jussie Smollett said Tuesday (Marrch 12) that she would welcome cameras in the courtroom during the Empire actor’s trial on charges accusing him of lying to the police, saying there has been a lot of leaked misinformation and cameras would allow the public to “see the evidence and the lack thereof.”

Attorney Tina Glandian made the comments during a brief hearing Tuesday in Cook County criminal court during which both sides agreed that cameras would be allowed at the next hearing in the case, which is scheduled for Thursday. During that hearing, the case will be assigned to a trial judge who will then likely ask Smollett to enter a plea.

During the hearing, which was held after local news organizations requested that cameras be allowed in the courtroom, Judge LeRoy Martin, Jr. said that the new judge will decide whether or not to allow cameras in the courtroom during subsequent hearings and the trial.

After the hearing, Glandian told reporters that evidence has been presented against Smollett that is “demonstrably false.”

“We welcome cameras in the courtroom so that the public and the media can see the actual evidence and what we believe is the lack of evidence against Mr. Smollett and we look forward to complete transparency and the truth coming out,” she said.

Smollett was charged last month with one count of misconduct —the felony in Illinois that people are charged with when accused of lying to police — because he allegedly lied to police about being the victim of a racist and homophobic attack by two masked men in downtown Chicago on Jan. 29. Last week, a grand jury indicted him on 16 counts of the same crime.

Prosecutors allege that Smollett, who is black and gay, enlisted the help of two other black men and staged the Jan. 29 attack because he was unhappy with his salary and wanted to promote his career. Those men have admitted to police that they took part in the staged attack for Smollett, who paid them $3,500.

Smollett’s attorneys have called 16 counts “prosecutorial overkill.” The actor, who is free on bond, maintains his innocence."
1,https://lasvegassun.com/news/2019/mar/12/smollett-team-court-cameras-would-show-states-flim/,2019-03-12 00:00:00,Smollett team: Court cameras would show state’s flimsy case,"['Don Babwin', 'Associated Press']",https://photos.lasvegassun.com/media/img/photos/2019/03/12/AP19071587916294_t600.jpg?42b0fb247f69dabe2ae440581a34634cbc5420f3,"['welcome', 'case', 'team', 'flimsy', 'trial', 'attack', 'evidence', 'men', 'courtroom', 'judge', 'cameras', 'court', 'states', 'smollett', 'hearing']","Smollett team: Court cameras would show state’s flimsy case

Ashlee Rezin/Chicago Sun-Times / AP

CHICAGO — A lawyer for Jussie Smollett said Tuesday that she would welcome cameras in the courtroom during the ""Empire"" actor's trial on charges accusing him of lying to the police, saying there has been a lot of leaked misinformation and cameras would allow the public to ""see the evidence and the lack thereof.""

Attorney Tina Glandian made the comments during a brief hearing Tuesdayin Cook County criminal court during which both sides agreed that cameras would be allowed at the next hearing in the case, which is scheduled for Thursday. During that hearing, the case will be assigned to a trial judge who will then likely ask Smollett to enter a plea.

During the hearing, which was held after local news organizations requested that cameras be allowed in the courtroom, Judge LeRoy Martin, Jr. said that the new judge will decide whether or not to allow cameras in the courtroom during subsequent hearings and the trial.

After the hearing, Glandian told reporters that evidence has been presented against Smollett that is ""demonstrably false.""

""We welcome cameras in the courtroom so that the public and the media can see the actual evidence and what we believe is the lack of evidence against Mr. Smollett and we look forward to complete transparency and the truth coming out,"" she said.

Smollett was charged last month with one count of misconduct —the felony in Illinois that people are charged with when accused of lying to police — because he allegedly lied to police about being the victim of a racist and homophobic attack by two masked men in downtown Chicago on Jan. 29. Last week, a grand jury indicted him on 16 counts of the same crime.

Prosecutors allege that Smollett, who is black and gay, enlisted the help of two other black men and staged the Jan. 29 attack because he was unhappy with his salary and wanted to promote his career. Those men have admitted to police that they took part in the staged attack for Smollett, who paid them $3,500.

Smollett's attorneys have called 16 counts ""prosecutorial overkill."" The actor, who is free on bond, maintains his innocence."
2,https://411mania.com/movies/empire-cast-concerned-renewal-chances-jussie-smollett/,,Empire Cast Concerned About Renewal Chances Due to Jussie Smollett Charges,[],https://411mania.com/wp-content/uploads/2019/02/Jussie-Smollett.jpg,"['smolletts', 'renewal', 'chances', 'site', 'series', 'shows', 'season', 'charges', 'renewed', 'things', 'cast', 'fox', 'smollett', 'concerned', 'empire', 'jussie']","Jussie Smollett’s criminal case involving the allegations he staged the attack on himself could bring down Empire, according to rumors. TMZ reports that the cast of the hit FOX show is anxious about the show’s chances, as there has been a delay from when they expected to hear about the show’s fate after Smollett was charged with a felony.

According to the site, the cast and crew are upset because they expected to find out about the show’s fate a couple of weeks ago, but that hasn’t happened. FOX has not yet indicated whether they will renew the music drama for a sixth season. If it is renewed, there are some several people involved with the show who have reservations about Smollett returning (assuming he even could considering he now faces sixteen felony counts).

It is important to note a couple of things for context here. One, Empire is one of Fox’s biggest hits. While the numbers are not at the height they hit in the second and third seasons, it is still the fourteenth best-rated show among all broadcast networks for the season. Being an ensemble cast that relies on much bigger-name stars than Smollett (Terrence Howard, Taraji P. Henson), it seems like a series that could whether the Smollett storm. It’s hard to know whether the scandal has hurt the series, as it’s been off for a scheduled break since mid-December and doesn’t return since tomorrow night.

Furthermore, while Fox renewed the show early in its first four seasons, last season it did the more traditional thing and renewed it toward the end of the season in May. So things are not looking too grim yet. However, the site reports that people involved with the show believe that Smollett’s case will factor significantly into the renewal decisions."
3,https://popculture.com/2019/03/12/jussie-smollett-empire-enters-court-style-ahead-hearing/,2019-03-12 00:00:00,Jussie Smollett: 'Empire' Star Enters Court in Style Ahead of Hearing,[],https://media.popculture.com/2019/01/jussie-smollett-getty-20054151-640x320.jpeg,"['style', 'star', 'enters', 'geragos', 'wanted', 'unexpected', 'walked', 'ahead', 'represent', 'false', 'court', 'world', 'allegedly', 'smollett', 'hearing', 'empire', 'jussie']","Jussie Smollett was all business as he walked into court on Tuesday.

Smollett has kept a low profile since he was arrested for allegedly filing a false police report last month. On Tuesday, his attorney Mark Geragos was needed in a Cook County Courthouse to file paperwork allowing him to represent Smollett in the state of Illinois. While Smollett did not need to be with Geragos, he walked straight-backed past the TMZ cameras on the scene.

Insiders told the outlet that Smollett wanted to be in court to show that he is taking an active part in his own criminal defense. He also wanted to let the world know that he is not backing down or hiding in the face of these allegations.

The actor still kept a pair of big reflective sunglasses on, however. He also wore a knee-length coat buttoned up to the collar, and a pair of black gloves. Underneath, he appeared to be wearing a suit and tie.

Geragos and Smollett will return to court in earnest on Thursday. Based on the papers filed on Tuesday, Geragos will be allowed to represent his client. He also reportedly asked that the judge allow cameras in the courtroom, and the judge complied, meaning the public will continue to see updates on Smollett's case.

Smollett was indicted on 16 counts last week — one for each allegedly false statement he gave police in interviews. At the time, Geragos was horrified, telling reporters that this overkill represented everything wrong with the accusations against Smollett.

""The fact of an indictment was not unexpected,"" he said. ""We knew that there is no way they would expose their evidence to a public airing and subject their witnesses to cross-examination. What is unexpected, however, is the prosecutorial overkill in charging 16 separate counts against Jussie.""

""This redundant and vindictive indictment is nothing more than a desperate attempt to make headlines in order to distract from the internal investigation launched to investigate the outrageous leaking of false information by the Chicago Police Department and the shameless and illegal invasion of Jussie's privacy in tampering with his medical records,"" he went on.

""Jussie adamantly maintains his innocence even if law enforcement has robbed him of that presumption,"" Geragos finished.

While the accusation against Smollett for allegedly staging a hate crime against himself shocked the world, ongoing reports show that it could be more complicated than it seemed. The Chicago Police Department is under fire for going after Smollett, especially as the Osundairo brothers' lawyer claims that they have been misrepresented in the case.

Smollett is due back in court on Thurday to begin his proceedings."
4,https://www.rawstory.com/2019/03/donald-trump-cries-presidential-harassment-as-new-york-probe-closes-in-on-him/,2019-03-12 00:00:00,Donald Trump cries ‘presidential harassment’ as New York state investigators close in on him,"['Dominique Jackson', 'Bob Brigham']",http://www.rawstory.com/wp-content/uploads/2019/01/Trump-Justin-Follett-2.jpg,"['state', 'harassment', 'cries', 'investigators', 'took', 'close', 'president', 'investigations', 'wonder', 'trump', 'witch', 'york', 'office', 'donald', 'presidential']","On Tuesday, President Donald Trump took to Twitter to voice his paranoia about investigations swirling around him.

Trump has been plagued with multiple scandals since he first took office. Trump’s former personal lawyer Michael Cohen sparked several investigations into the president after he testified before Congress.

Deutsche Bank and Investors were subpoenaed by the attorney general office for their relation to the Trump organization.

ADVERTISEMENT

Trump cried “presidential harassment” on Twitter.

“New York State and its Governor, Andrew Cuomo, are now proud members of the group of PRESIDENTIAL HARASSERS. No wonder people are fleeing the State in record numbers. The Witch Hunt continues!” the president tweeted."
5,https://www.citynews1130.com/2019/03/12/smollett-lawyer-cameras-courtroom/,2019-03-12 00:00:00,Smollett’s lawyer welcomes cameras in courtroom,[],https://www.citynews1130.com/wp-content/blogs.dir/sites/9/2019/03/12/2000-4.jpeg,"['smolletts', 'martin', 'trial', 'attack', 'chicago', 'courtroom', 'wants', 'cameras', 'welcomes', 'lawyer', 'smollett', 'judge', 'hearing']","An attorney for Jussie Smollett says she wants cameras in the courtroom throughout the “Empire” actor’s trial so that the public “can see the evidence and the lack thereof.”

Attorney Tina Glandian told Judge Leroy Martin during a brief hearing Tuesday in Chicago that a lot of misinformation has been leaked and that much of it “is actually demonstrably false.”

Both sides agreed to allowing cameras in the courtroom on Thursday and Martin said the eventual trial judge will determine whether cameras will be allowed in the room during the trial.

Smollett is charged with 16 counts accusing him of lying to the police about being the victim of a racist and homophobic attack by two masked men in downtown Chicago. Police allege that Smollett, who is black and gay, staged the Jan. 29 attack because he was unhappy with his salary and wanted to promote his career.

The next hearing in the case is scheduled for Thursday."
6,https://www.cbc.ca/news/entertainment/jussie-smollett-1.5053301,,Smollett's lawyer wants courtroom cameras so public 'can see the actual evidence',['The Associated Press'],https://i.cbc.ca/1.5029012.1552415420!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/empire-cast-member-attack.jpg,"['smolletts', 'welcome', 'trial', 'lying', 'evidence', 'men', 'public', 'actual', 'wants', 'courtroom', 'cameras', 'lack', 'lawyer', 'smollett', 'hearing']","A lawyer for Jussie Smollett said Tuesday that she would welcome cameras in the courtroom during the Empire actor's trial on charges accusing him of lying to police, saying there has been a lot of leaked misinformation and that cameras would allow the public to ""see the evidence and the lack thereof.""

Attorney Tina Glandian made the comments during a brief hearing Tuesday in Cook County criminal court in Illinois during which both sides agreed that cameras would be allowed at the next hearing in the case scheduled for Thursday.

Judge Leroy Martin said the judge picked to oversee the trial would decide whether cameras would be allowed during the trial.

After the hearing, Glandian told reporters that evidence has been presented against Smollett that is ""demonstrably false.""

'We welcome cameras'

""We welcome cameras in the courtroom so that the public and the media can see the actual evidence and what we believe is the lack of evidence against Mr. Smollett, and we look forward to complete transparency and the truth coming out,"" she said.

Smollett is charged with 16 counts accusing him of lying to the police about being the victim of a racist and homophobic attack by two masked men in downtown Chicago.

Prosecutors allege that Smollett, who is black and gay, enlisted the help of two other black men and staged the Jan. 29 attack because he was unhappy with his salary and wanted to promote his career.

Smollett's attorneys have called the charges ""prosecutorial overkill."" The actor, who is free on bond, maintains his innocence."
7,https://perezhilton.com/jussie-smollett-court-camera-hearing/,2019-03-12 21:29:24+00:00,"Jussie Smollett Strides To Hearing He Didn’t Have To Attend, Fights For Cameras In Court",[],https://perezhilton.com/wp-content/uploads/2019/03/jussie-smollett-court-cameras-hearing-860x847.jpg,"['counts', 'later', 'didnt', 'attend', 'fights', 'evidence', 'strides', 'actor', 'told', 'cameras', 'court', '16', 'smollett', 'hearing', 'jussie']","Jussie Smollett Strides To Hearing He Didn’t Have To Attend, Fights For Cameras In Court

Jussie Smollett is READY for his trial — and all the cameras it will bring!

The actor was photographed striding into a Cook County Courthouse on Tuesday for a hearing he wasn’t even required to attend.

According to reports, the hearing was really for Smollett’s attorney Mark Geragos, so he could file the paperwork that allows him to rep the actor in Illinois and decide if cameras will be allowed in court for the case.

As it turns out, they will be… at least for the 36-year-old’s next court appearance.

Related: Jussie’s Career Prospects Have Completely Dried Up

The judge made the ruling after Tina Glandian, another lawyer for Smollett, told the court she would welcome cameras in the courtroom because there had been a lot of leaked misinformation. Cameras, she argued, would allow the public to “see the evidence and the lack thereof.”

No one was happier about the ruling than Smollett, who was camera ready when he rolled up to court rocking shades, gloves, and a sleek grey trench coat — his first time being spotted since a grand jury indicted him on 16 counts last week.

TMZ sources say the actor chose to attend the hearing because he plans on being an active participant in his defense, as opposed to just observing. So, it’s safe to assume some dramatic monologues are in store for this court showdown, which, as we’ve been reporting, is becoming more scandalous than any storyline on Empire.

Related: Big Bang’s Seungri Quits Music Biz Amid Prostitution Scandal

On February 20, the openly gay actor was charged with one count of lying to the authorities after claiming that he had been attacked on the streets of Chicago in a brutal “hate crime.” The two men who were initially suspects later claimed the actor had paid them to stage the attack.

Weeks later, a grand jury indicted Smollett on 16 felony counts of lying to authorities; eight counts from what he told the responding officer, and eight for what he later told a detective about being the victim of a brutal racist and homophobic beating by two masked Trump supporters in downtown Chicago.

Geragos called the charges “prosecutorial overkill” after the indictment, telling press:

“The fact of an indictment was not unexpected. We knew that there is no way they would expose their evidence to a public airing and subject their witnesses to cross-examination. What is unexpected, however, is the prosecutorial overkill in charging 16 separate counts against Jussie.”

Smollett has maintained his innocence. In his GMA interview last month, the actor told Robin Roberts that there had been misinformation reported about the attack, such as him telling police that his attackers wore MAGA hats — which, according to Smollett, never happened.

Is the whole truth on Smollett’s side? The fact that his team wants cameras in the courtroom makes it seem like he has nothing to hide. Chicago police, however, apparently have lots of evidence proving otherwise.

Either way, Smollett won’t be leaving our TV screens anytime soon!"
8,https://www.usatoday.com/story/life/2019/03/12/empire-actor-jussie-smolletts-wants-cameras-court-chicago/3143613002/,2019-03-12 00:00:00,'Empire' actor Jussie Smollett wants cameras in court so public can see evidence,[],https://www.gannett-cdn.com/presto/2019/03/12/USAT/735ea3d6-5fbb-4d1c-b654-f9939c207e4b-Jussie_Smollett_March_12.JPG,"['case', 'brothers', 'evidence', 'public', 'wants', 'actor', 'cameras', 'court', 'told', 'courtroom', 'smollett', 'judge', 'empire', 'jussie']","CHICAGO – ""Empire"" actor Jussie Smollett’s legal team said Tuesday that they “welcome” cameras in the courtroom as prosecutors present their case that the actor staged an attack that made him look like the victim of a vicious hate crime.

Smollett was in court for a brief hearing, where attorney Tina Glandian said she wants cameras in the courtroom “so (the public) can see evidence and lack thereof” in the disorderly conduct case against the actor.

Illinois courts typically do not allow cameras in the courts, but state judges have discretion to allow proceedings to be filmed if they feel it is in the public interest.

“There has been a lot of misinformation in this case that has been presented as fact,” Glandian told reporters following Tuesday’s hearing. “The evidence against Mr. Smollett is demonstrably false. We welcome cameras in the courtroom so the public and media can see the actual evidence and what we believe is going to be, actually, a lack of evidence against Mr. Smollett.”

Prosecutors said they have no objections to allowing cameras in the courtroom.

Judge LeRoy Martin Jr., Cook County Circuit Court's criminal division presiding judge, said that he will allow a videographer for Smollett’s Thursday court appearance, when he is expected to be arraigned. Martin is also expected to assign the case to a trial judge at the next hearing.

Martin said that the trial judge will determine whether cameras should be allowed in the courtroom for proceedings in Smollet’s case beyond Thursday.

More:Smollett's lawyer cites 'overkill' after actor indicted on 16 counts of lying to police

More:How did police catch 'Empire' actor Jussie Smollett? Lots and lots of cameras

Smollett did not comment following the hearing. He was accompanied to court Tuesday by two of his brothers, a sister-in-law and his assistant.

A grand jury indicted Smollett last week on 16 felony counts, accusing him of staging a racist and homophobic attack by two masked men near his Chicago apartment.

Police allege that Smollett, who is black and gay, staged the Jan. 29 attack because he was unhappy with his salary and wanted to bolster his profile.

He told police that two assailants beat him and threw a rope around his neck, while hurling racial and anti-gay slurs at him. Smollett also told police that one of the attackers also yelled, “This is MAGA country,” a reference to President Donald Trump’s 2016 campaign slogan.

Police arrested two men, brothers who knew Smollett and had worked with him on “Empire,” weeks after the incident and identified them as suspects. They later released the brothers, Abel and Ola Osundairo, without charge.

The brothers told police that Smollett plotted the assault, gave them money to purchase supplies for the ruse and paid them $3,500 for taking part in the alleged plot.

Smollett is free on $100,000 bond."
9,https://www.aol.com/article/entertainment/2019/03/12/jussie-smollett-makes-court-appearance-as-judge-allows-cameras-for-next-hearing/23690680/,2019-03-12 00:00:00,Jussie Smollett makes court appearance as judge allows cameras for next hearing,"['Aol Staff', 'Antoinette Bueno']",https://o.aolcdn.com/images/dims3/GLOB/crop/4488x2350+0+225/resize/600x314!/format/jpg/quality/85/https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2019-03%2F3d9c8d50-44ff-11e9-9faf-1d200c90345f,"['etpt', 'allows', '800900', 'airing', 'makes', 'episode', 'appearance', 'empire', 'images', 'cameras', 'court', 'getty', 'fox', 'smollett', 'judge', 'hearing', 'jussie']","Jussie Smollett made a court appearance on Tuesday in Chicago, to attend a hearing on whether or not cameras will be allowed to be present in the courtroom during his next scheduled court appearance.

Smollett -- who was not required to attend Tuesday's hearing -- wore sunglasses and a gray coat as he arrived at the Leighton Criminal Courthouse, and remained silent when asked by reporters for comment. ET has learned cameras will be allowed in the courtroom on Thursday for Smollett's upcoming hearing. The actor's legal team welcomes cameras as a counter to what they call misinformation leaked to the media.

A source tells ET that Smollett chose to come to court on Tuesday because he wants to be as transparent as possible, and that he looks forward to the evidence being presented in court.

Meanwhile, ET has learned that attorney Mark Geragos filed paperwork on Monday to officially represent Smollett in Illinois. The high profile attorney will be representing Smollett in court on Thursday.

Earlier this month, the 36-year-old Empire actor was indicted on 16 felony counts by a grand jury in Chicago. The counts focus on allegedly false statements made to two different Chicago Police officers.

""Jussie Smollett knew that at the time of this transmission there was no reasonable ground for believing that such offenses had been committed,"" the indictment states.

In a statement to ET, Geragos said: ""The fact of an indictment was not unexpected. We knew that there is no way they would expose their evidence to a public airing and subject their witnesses to cross-examination. What is unexpected, however, is the prosecutorial overkill in charging 16 separate counts against Jussie. This redundant and vindictive indictment is nothing more than a desperate attempt to make headlines in order to distract from the internal investigation launched to investigate the outrageous leaking of false information by the Chicago Police Department and the shameless and illegal invasion of Jussie's privacy in tampering with his medical records. Jussie adamantly maintains his innocence even if law enforcement has robbed him of that presumption.""

Meanwhile, following the news of his indictment, Chief Communications Officer of the Chicago Police Department Anthony Guglielmi tweeted: "" ... Allegations against Mr. Smollett are shameful & if proven, they are an affront to the people of Chicago who embraced him as a neighbor & respected him as a role model. We stand behind the work of detectives & refer any comment on indictment to prosecutors.""

Smollett was arrested on Feb. 21 after being charged with felony disorderly conduct for allegedly filing a false police report in which he claimed he was the victim of a hate crime. When reporting the January attack, Smollett claimed that he was assaulted by two masked men who yelled racist and homophobic slurs at him, poured what he believed was bleach over him and put a noose around his neck.

But in a press conference following Smollett's arrest, Superintendent of the Chicago Police Department Eddie T. Johnson claimed that the actor staged his alleged attack to promote his career, and because he was ""dissatisfied"" with his Empire salary.

""As far as we can tell, the scratching and bruising that you saw on his face were most likely self-inflicted,"" Johnson alleged. "" ... Empire actor Jussie Smollett took advantage of the pain and anger of racism to promote his career.""

Smollett has maintained that he is a victim and has denied all the allegations that he staged the incident.

16 PHOTOS Jussie Smollett on FOX's Empire See Gallery Jussie Smollett on FOX's Empire EMPIRE: L-R: Taraji P. Henson and Jussie Smollett in the 'Treasons, Stratagems, and Spoils' episode of EMPIRE airing Wednesday, Nov. 14 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Taraji P. Henson and director Jussie Smollett in the 'What is Done' episode of EMPIRE airing Wednesday, Nov. 7 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Director Jussie Smollett behind the scenes in the 'What is Done' episode of EMPIRE airing Wednesday, Nov. 7 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Terrence Howard and director Jussie Smollett behind the scenes in the 'What is Done' episode of EMPIRE airing Wednesday, Nov. 7 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Jussie Smollett and Taraji P. Henson in the 'The Depth of Grief' episode of EMPIRE airing Wednesday, Oct. 31 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Jussie Smollett in the 'The Depth of Grief' episode of EMPIRE airing Wednesday, Oct. 31 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Bryshere Y. Gray and Jussie Smollett in the 'Love All, Trust a Few' episode of EMPIRE airing Wednesday, Oct. 17 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Jussie Smollett and Bryshere Y. Gray in the 'Pride' episode of EMPIRE airing Wednesday, Oct. 10 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Jussie Smollett and Bryshere Y. Gray in the 'Pride' episode of EMPIRE airing Wednesday, Oct. 10 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Jussie Smollett in the 'Pay For Their Presumptions' episode of EMPIRE airing Wednesday, Oct. 3 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Jussie Smollett, Bryshere Gray, and Trai Byers in the 'The Empire Unposessd' season finale episode of EMPIRE airing Wednesday, May 23 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: L-R: Terrence Howard as Lucious Lyon, Taraji P. Henson as Cookie Lyon, Bryshere Y. Gray as Hakeem Lyon, Jussie Smollett as Jamal Lyon and Trai Byers as Andre Lyon in Season Five of EMPIRE premiering Wednesday, Sept. 26 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Pictured L-R: Bryshere Gray, Jussie Smollett and Andre Royo in the 'Slave to Memory' episode of EMPIRE airing Wednesday, Dec. 13 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Pictured L-R: Trai Byers, Gabourey Sidibe and Jussie Smollett in the 'Bleeding War' episode of EMPIRE airing Wednesday, Oct. 18 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Pictured L-R: Terrel Carter and Jussie Smollett in the 'Evil Manners' episode of EMPIRE airing Wednesday, Oct. 11 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) EMPIRE: Pictured L-R: Jussie Smollett and Gabourey Sidibe in the 'Full Circle' episode of Wednesday, Oct. 4 (8:00-9:00 PM ET/PT) on FOX. (Photo by FOX via Getty Images) Up Next See Gallery Discover More Like This HIDE CAPTION SHOW CAPTION of SEE ALL BACK TO SLIDE

More from :

Jussie Smollett 'angered and devastated' by reports claiming he is 'familiar with' attackers

Jussie Smollett's phone records rejected by police as new surveillance videos emerge

Jussie Smollett attack: Chicago police release photos of persons of interest"
